date,country,serie,z_score
2022-09-28,COP,FX,-0.34306802602303016
2022-09-29,COP,FX,-0.8599020467425512
2022-09-30,COP,FX,-0.7641643879298408
2022-10-03,COP,FX,-0.29178924908769105
2022-10-04,COP,FX,0.12117108173221529
2022-10-05,COP,FX,-0.04056852994676178
2022-10-06,COP,FX,0.25604398236087866
2022-10-07,COP,FX,0.2501899917809246
2022-10-11,COP,FX,-0.07392891814918075
2022-10-12,COP,FX,-0.1987996033695726
2022-10-13,COP,FX,0.13283864857544675
2022-10-14,COP,FX,-0.31847210032541307
2022-10-17,COP,FX,0.1870730218235621
2022-10-18,COP,FX,0.3462047354448193
2022-10-19,COP,FX,0.8410243828523689
2022-10-20,COP,FX,1.3201799537883907
2022-10-21,COP,FX,1.8234729684696298
2022-10-24,COP,FX,2.342132798662568
2022-10-25,COP,FX,2.7663118701839537
2022-10-26,COP,FX,2.496433078669943
2022-10-27,COP,FX,2.0030147195077475
2022-10-28,COP,FX,1.8667990458021055
2022-11-02,COP,FX,2.2039269858279265
2022-11-03,COP,FX,1.9281531314161553
2022-11-04,COP,FX,2.5806778434229796
2022-11-07,COP,FX,3.0898898012597344
2022-11-08,COP,FX,3.096115903686741
2022-11-09,COP,FX,2.582090057737223
2022-11-10,COP,FX,2.4547795278776334
2022-11-11,COP,FX,2.560518769207296
2022-11-14,COP,FX,2.372347762642289
2022-11-15,COP,FX,2.562139087287728
2022-11-16,COP,FX,2.2995721847431967
2022-11-17,COP,FX,2.6969753804902368
2022-11-18,COP,FX,3.2010738721945398
2022-11-21,COP,FX,2.8625477164460045
2022-11-22,COP,FX,2.8143974656281148
2022-11-23,COP,FX,2.757130671614425
2022-11-24,COP,FX,2.6926964938717375
2022-11-25,COP,FX,2.610638319438104
2022-11-28,COP,FX,2.6422873148867834
2022-11-29,COP,FX,2.4270667766065976
2022-11-30,COP,FX,2.35449245792836
2022-12-01,COP,FX,2.581669243861274
2022-12-02,COP,FX,2.318146909229623
2022-12-05,COP,FX,1.8255360207353482
2022-12-06,COP,FX,1.5915448863524952
2022-12-07,COP,FX,1.4011053336895944
2022-12-09,COP,FX,1.661612070568355
2022-12-12,COP,FX,1.8998478269919803
2022-12-13,COP,FX,1.9667584854497997
2022-12-14,COP,FX,1.8342678240700871
2022-12-15,COP,FX,1.2057483121980423
2022-12-16,COP,FX,1.1013694872375868
2022-12-19,COP,FX,1.1501252174357088
2022-12-20,COP,FX,1.318053167426674
2022-12-21,COP,FX,1.459422656035592
2022-12-22,COP,FX,1.307448559078559
2022-12-23,COP,FX,1.41642086014721
2022-12-26,COP,FX,1.3017074024116724
2022-12-27,COP,FX,1.3957651318058109
2022-12-28,COP,FX,1.3554456719878814
2022-12-29,COP,FX,1.4866364650396902
2022-12-30,COP,FX,1.651737827509504
2023-01-03,COP,FX,1.3738741359141733
2023-01-04,COP,FX,1.5988558638169208
2023-01-05,COP,FX,1.830891685346113
2023-01-06,COP,FX,2.024918564797339
2023-01-09,COP,FX,1.8888564418352052
2023-01-10,COP,FX,2.0372179721488743
2023-01-11,COP,FX,1.7953669882204573
2023-01-12,COP,FX,1.4501527304208202
2023-01-13,COP,FX,1.3509624580300494
2023-01-16,COP,FX,1.449155020523558
2023-01-17,COP,FX,1.5832407346615418
2023-01-18,COP,FX,1.3331101522026625
2023-01-19,COP,FX,1.2307511106067681
2023-01-20,COP,FX,1.5347110114820943
2023-01-23,COP,FX,1.6564973000887024
2023-01-24,COP,FX,1.0387176195508825
2023-01-25,COP,FX,1.0785070285261644
2023-01-26,COP,FX,1.2675887462792825
2023-01-27,COP,FX,1.2611299120958186
2023-01-30,COP,FX,1.14865951751979
2023-01-31,COP,FX,1.595778312607403
2023-02-01,COP,FX,1.7822750969809824
2023-02-02,COP,FX,2.1903984394742277
2023-02-03,COP,FX,1.6417286574269938
2023-02-06,COP,FX,1.8510237335212327
2023-02-07,COP,FX,2.55537853449395
2023-02-08,COP,FX,2.5360351404668737
2023-02-09,COP,FX,2.4801949287040714
2023-02-10,COP,FX,2.3687304810644423
2023-02-13,COP,FX,2.6608563427680347
2023-02-14,COP,FX,2.9746336437452943
2023-02-15,COP,FX,2.698589751274457
2023-02-16,COP,FX,3.1826996821387485
2023-02-17,COP,FX,3.2951598502040804
2023-02-20,COP,FX,3.0698416782577223
2023-02-21,COP,FX,3.187836042275621
2023-02-22,COP,FX,3.1126587444289906
2023-02-23,COP,FX,2.970014717054809
2023-02-24,COP,FX,2.5209560663988024
2023-02-27,COP,FX,2.5431078965762195
2023-02-28,COP,FX,2.449248897357129
2023-03-01,COP,FX,2.518354931070512
2023-03-02,COP,FX,2.7314908563411664
2023-03-03,COP,FX,2.8969670281614497
2023-03-06,COP,FX,2.676263120632638
2023-03-07,COP,FX,2.182386817382261
2023-03-08,COP,FX,2.073647967808593
2023-03-09,COP,FX,2.052809036867592
2023-03-10,COP,FX,1.5550995341122271
2023-03-13,COP,FX,1.5171788458309272
2023-03-14,COP,FX,1.8791306847204172
2023-03-15,COP,FX,1.2440142700745704
2023-03-16,COP,FX,1.9773457430447536
2023-03-17,COP,FX,2.2205632053792432
2023-03-20,COP,FX,2.174916985164408
2023-03-21,COP,FX,2.3881434558878345
2023-03-22,COP,FX,2.086562193888256
2023-03-23,COP,FX,2.103356296867611
2023-03-24,COP,FX,1.7978659996807649
2023-03-27,COP,FX,2.0120416804168215
2023-03-28,COP,FX,1.9001475820640354
2023-03-29,COP,FX,1.8929091131866718
2023-03-30,COP,FX,1.9195463164958413
2023-03-31,COP,FX,1.9713236180025702
2023-04-03,COP,FX,2.1654697845179167
2023-04-04,COP,FX,1.9397788309300448
2023-04-05,COP,FX,1.7513193295041274
2023-04-06,COP,FX,1.6284422979695583
2023-04-10,COP,FX,1.745122905939685
2023-04-11,COP,FX,1.7039483237106408
2023-04-12,COP,FX,1.3949671670419936
2023-04-13,COP,FX,1.4821862464700208
2023-04-14,COP,FX,1.25382801047847
2023-04-17,COP,FX,1.1617969843391804
2023-04-18,COP,FX,1.164311805438545
2023-04-19,COP,FX,1.1774604284730859
2023-04-20,COP,FX,1.2947935752830184
2023-04-21,COP,FX,1.4105833169708226
2023-04-24,COP,FX,1.2869353130727306
2023-04-25,COP,FX,0.9322239451008342
2023-04-26,COP,FX,0.9650363059469297
2023-04-27,COP,FX,1.579949387947304
2023-04-28,COP,FX,1.9064087226897082
2023-05-02,COP,FX,1.8967492793898295
2023-05-03,COP,FX,2.015444093189492
2023-05-04,COP,FX,2.0375160470501013
2023-05-05,COP,FX,1.9784915805241603
2023-05-08,COP,FX,1.8457524963576362
2023-05-09,COP,FX,1.417000649785752
2023-05-10,COP,FX,1.610789045613564
2023-05-11,COP,FX,1.5013833914846635
2023-05-12,COP,FX,1.7559300946603873
2023-05-15,COP,FX,1.775007980928359
2023-05-16,COP,FX,1.522294842600551
2023-05-17,COP,FX,1.6915135540398438
2023-05-18,COP,FX,1.802300964950679
2023-05-19,COP,FX,1.747168023736293
2023-05-22,COP,FX,1.906090448883383
2023-05-23,COP,FX,1.799664104863992
2023-05-24,COP,FX,1.755340442133531
2023-05-25,COP,FX,1.5391706010376818
2023-05-26,COP,FX,1.8357115668560795
2023-05-29,COP,FX,1.746090816311084
2023-05-30,COP,FX,1.594202962109127
2023-05-31,COP,FX,1.1194841218242524
2023-06-01,COP,FX,1.3770046947612886
2023-06-02,COP,FX,1.5190783721863266
2023-06-05,COP,FX,1.158277280185768
2023-06-06,COP,FX,0.9036730276346729
2023-06-07,COP,FX,0.5878561781251571
2023-06-08,COP,FX,0.4074995621316919
2023-06-09,COP,FX,0.3278776283658571
2023-06-12,COP,FX,0.4900179826734692
2023-06-13,COP,FX,0.7198820071304197
2023-06-14,COP,FX,0.7721511791743131
2023-06-15,COP,FX,0.8415439499106097
2023-06-16,COP,FX,0.8038591634476155
2023-06-19,COP,FX,0.6914529094983671
2023-06-20,COP,FX,0.5676069020770654
2023-06-22,COP,FX,0.5562528431056086
2023-06-23,COP,FX,-0.05336695508085004
2023-06-27,COP,FX,0.5418315608132792
2023-06-28,COP,FX,0.38345685999280055
2023-06-29,COP,FX,0.6448619328851115
2023-06-30,COP,FX,0.9768184619564297
2023-07-03,COP,FX,0.9648733599212306
2023-07-04,COP,FX,0.9175237477478814
